2972|05224606, 06562105, 06578603, 06559219, 06608802, 06699002, 09288806
2973|03008202, 05229123
2974|08026306, 06727701, 06625603
2975|04106908, 05049105
2976|06563907, 09186104
2977|09012602, 07063302
2978|03042104, 07104708
2979|09311404, 09152302
2980|03045604, 08031904
2981|03045603, 08031903
2982|07010705, 06684802
2983|05227014, 05232606
2984|05237507, 06744810
2985|06537506, 06744809
2986|06757102, 06758808
2987|05227009, 09297704, 05105804
2988|09197904, 06701410
2989|09188107, 07097310
2990|04091304, 05032902, 06784502
2991|06721080, 06548121
2992|09305702, 06048503
2993|03045605, 08031905
2994|03047802, 06697108
2995|06742602, 06658903
2996|09310503, 06038513, 06515904
2997|05215401, 06752902
2998|05138602, 07089902, 06648702
2999|07050902, 09196402
3000|06654207, 06657503, 06761418, 08014306
