1893|03050101, 03050201, 03056401, 04084701, 04084801, 06521506
1894|03018211, 06570008
1895|03038505, 06556701
1896|05142501, 06587308
1897|03035002, 05192513
1898|05225406, 06739203
1899|09298501, 08031402, 06708302
1900|09308401, 07026501
1901|04084601, 06527601, 06770701
1902|06645107, 06602803
1903|06038901, 05178701
1904|04157801, 09006201
1905|04157901, 04158001, 04158101, 04158201, 04158301, 04158401
1906|09078001, 09005601
1907|04158102, 04158202, 04158302, 04158402
1908|04064101, 09257701
1909|03029602, 06547501
1910|05027201, 09020601
1911|05229510, 06693003
1912|09022806, 06766502, 07038601
1913|05236203, 09009703
1914|06570503, 09026702
1915|07064103, 07127803
1916|08053501, 06033501, 07000701, 08011701, 09277501
1917|07102502, 06581601
1918|07036006, 08011206, 08011007
1919|06692402, 06708803, 08011205, 08011006
1920|05072702, 06705701
1921|04038101, 06718601
1922|03038501, 06668101, 07027005
1923|03044902, 04006602
1924|04005602, 04153102
1925|06585701, 06749401
1926|03043008, 07028404
1927|03028804, 06774101, 07028405
1928|03015406, 07023707
1929|04122604, 09307003
1930|06551301, 07114201
1931|03048302, 06660701
1932|04155303, 05227504
1933|04067602, 04130402
1934|07036603, 05051803
1935|03031601, 03051801, 07077801, 05087102, 06583902, 07038301
1936|04073709, 06595607
1937|06703405, 06573502
1938|06043902, 06044301
1939|09288102, 06750402
1940|05142701, 06519903
1941|05219601, 08035702
1942|06690801, 07025503, 06710603
1943|06740301, 06765001
1944|07086901, 05040401
1945|07019001, 07086902, 07033404
1946|05233602, 06628201
1947|09157801, 06697001
1948|06595603, 08031401
1949|06639202, 06518804
1950|06640002, 06585302, 06771902
1951|04108103, 05171803
1952|03026902, 06663903, 06011503
1953|09022603, 09203401
1954|03060001, 05237401, 05235701
1955|03018214, 04143914, 09295701, 09291701, 09130701
1956|07037002, 06667302
1957|06034901, 09300401, 06737701, 06611901
1958|05225408, 05184601
1959|06016301, 09138601
1960|06742302, 07106701
1961|06691601, 06719101
1962|05133104, 05091302
1963|06549902, 10001201, 06691805
1964|09304202, 06645102
1965|06757304, 09164602
1966|05088801, 06727801
1967|06005501, 06008004, 06008205
1968|06550603, 07109602
1969|06557810, 06772102
1970|06746201, 05156302
1971|09217403, 09136303, 09146303
1972|07034101, 05222601
1973|04111502, 05123005, 06646802
1974|09061201, 06577501
1975|05192511, 06639806
1976|06626804, 07029601
1977|07032303, 05213201
1978|06008007, 06530202
1979|03048303, 07043101
1980|06521402, 06665202
1981|06693501, 07043201
1982|04076203, 06692803
1983|05231601, 10001101
1984|07020107, 05045107
1985|05026903, 10001701, 07023710
1986|04114106, 06596504, 07087402
1987|05220801, 05239801, 07027501, 07029201
1988|04083501, 06719501, 05231401, 06675501, 06644001
1989|09044101, 05028001, 06779001
1990|07053401, 07065601
1991|04083103, 05019802
1992|07035202, 06704201
1993|08020401, 06635301
1994|07071501, 07093101
1995|05083603, 06598102
1996|06047602, 06739701
1997|06664402, 06716401, 06548401
1998|05004711, 07066307
1999|06613001, 06600901
2000|07037003, 06774301, 05012601
